TicketID,Date,MemberID,Desc,Price
100050,2013-01-07,,Meat Grinder - Small,9
100050,2013-01-07,,Meat Grinder - Medium,14
100050,2013-01-07,,Supreme - Large,16
100050,2013-01-07,,Mt. Hawaiian - Medium,14
100050,2013-01-07,,Barbecue Chicken - Small,9
100050,2013-01-07,,Barbecue Chicken - Medium,14
100050,2013-01-07,,Soda - Small,2
100050,2013-01-07,,Soda - Small,2
100050,2013-01-07,,Soda - Small,2
100050,2013-01-07,,Soda - Small,2
100050,2013-01-07,,Soda - Small,2
100050,2013-01-07,,Soda - Large,3
100054,2013-01-07,,Stromboli,7.5
100054,2013-01-07,,Waffle Fries,5
100054,2013-01-07,,Classic Quarter Pounder,8
100054,2013-01-07,,Garden Fresh - Large,16
100054,2013-01-07,,Mt. Hawaiian - Small,9
100054,2013-01-07,,Buffalo Chicken - Large,16
100054,2013-01-07,,Soda - Large,3
100054,2013-01-07,,Soda - Large,3
100060,2013-01-07,,House Made Potato Chips,3
100060,2013-01-07,,Soup of the Day - Cup,3
100060,2013-01-07,,Classic Quarter Pounder,8
100060,2013-01-07,,Garden Fresh - Large,16
100060,2013-01-07,,Mt. Hawaiian - Large,16
100060,2013-01-07,,Barbecue Chicken - Medium,14
100060,2013-01-07,,Soda - Small,2
100060,2013-01-07,,Soda - Large,3
100060,2013-01-07,,Soda - Large,3
100064,2013-01-07,,Jalapeno Poppers,7
100064,2013-01-07,,House Salad - Half,3
100064,2013-01-07,,Supreme - Small,9
100064,2013-01-07,,The Works  - Large,16
100064,2013-01-07,,Barbecue Chicken - Medium,14
100064,2013-01-07,,Buffalo Chicken - Medium,14
100064,2013-01-07,,Soda - Small,2
100064,2013-01-07,,Soda - Large,3
100067,2013-01-07,997297,Waffle Fries,5
100067,2013-01-07,997297,Cheese Burger,9
100067,2013-01-07,997297,Barbecue Chicken - Large,16
100073,2013-01-07,,Jalapeno Poppers,7
100073,2013-01-07,,Cheese Bread,8
100073,2013-01-07,,Waffle Fries,5
100073,2013-01-07,,Meat Grinder - Medium,14
100073,2013-01-07,,Garden Fresh - Large,16
100073,2013-01-07,,Mt. Hawaiian - Small,9
100073,2013-01-07,,Soda - Small,2
100073,2013-01-07,,Soda - Large,3
100075,2013-01-07,,Cheese Bread,8
100075,2013-01-07,,House Salad - Whole,6
100075,2013-01-07,,Meat Grinder - Small,9
100075,2013-01-07,,Supreme - Large,16
100075,2013-01-07,,Mt. Hawaiian - Medium,14
100075,2013-01-07,,Barbecue Chicken - Large,16
100075,2013-01-07,,Soda - Large,3
100075,2013-01-07,,Soda - Large,3
100078,2013-01-07,999903,House Made Potato Chips,3
100078,2013-01-07,999903,Waffle Fries,5
100078,2013-01-07,999903,House Salad - Half,3
100078,2013-01-07,999903,Caprese Salad,7
100078,2013-01-07,999903,Meat Grinder - Small,9
100078,2013-01-07,999903,Supreme - Small,9
100078,2013-01-07,999903,Garden Fresh - Medium,14
100078,2013-01-07,999903,The Works  - Medium,14
100078,2013-01-07,999903,Mt. Hawaiian - Large,16
100078,2013-01-07,999903,Mt. Hawaiian - Large,16
100078,2013-01-07,999903,Soda - Small,2
100078,2013-01-07,999903,Soda - Large,3
100078,2013-01-07,999903,Soda - Large,3
100080,2013-01-07,998005,Jalapeno Poppers,7
100080,2013-01-07,998005,House Salad - Whole,6
100080,2013-01-07,998005,The Works  - Small,9
100080,2013-01-07,998005,The Works  - Large,16
100080,2013-01-07,998005,Soda - Large,3
100084,2013-01-07,,Mt. Hawaiian - Large,16
100084,2013-01-07,,Barbecue Chicken - Large,16
100084,2013-01-07,,Soda - Small,2
100087,2013-01-07,,Mozzarella Sticks,7
100087,2013-01-07,,Waffle Fries,5
100087,2013-01-07,,Soup of the Day - Cup,3
100087,2013-01-07,,House Salad - Half,3
100087,2013-01-07,,Supreme - Medium,14
100087,2013-01-07,,The Works  - Small,9
100087,2013-01-07,,Barbecue Chicken - Large,16
100087,2013-01-07,,Buffalo Chicken - Large,16
100087,2013-01-07,,Soda - Small,2
100087,2013-01-07,,Soda - Large,3
100090,2013-01-07,996244,Mozzarella Sticks,7
100090,2013-01-07,996244,Cheese Bread,8
100090,2013-01-07,996244,Supreme - Small,9
100090,2013-01-07,996244,The Works  - Medium,14
100090,2013-01-07,996244,The Works  - Large,16
100090,2013-01-07,996244,Barbecue Chicken - Small,9
100090,2013-01-07,996244,Soda - Large,3
100090,2013-01-07,996244,Soda - Large,3
100092,2013-01-07,994971,House Salad - Half,3
100092,2013-01-07,994971,Supreme - Small,9
100092,2013-01-07,994971,The Works  - Medium,14
100092,2013-01-07,994971,Soda - Small,2
100092,2013-01-07,994971,Soda - Large,3
100099,2013-01-07,,Jalapeno Poppers,7
100099,2013-01-07,,Jalapeno Poppers,7
100099,2013-01-07,,Cheese Bread,8
100099,2013-01-07,,Bacon Burger,9
100099,2013-01-07,,The Works  - Small,9
100099,2013-01-07,,Mt. Hawaiian - Small,9
100099,2013-01-07,,Soda - Small,2
100099,2013-01-07,,Soda - Large,3
100100,2013-01-07,,Onion Rings,7
100100,2013-01-07,,Soup of the Day - Bowl,5
100100,2013-01-07,,Cheese Burger,9
100100,2013-01-07,,Mt. Hawaiian - Small,9
100100,2013-01-07,,Buffalo Chicken - Small,9
100106,2013-01-07,,Jalapeno Poppers,7
100106,2013-01-07,,Onion Rings,7
100106,2013-01-07,,House Salad - Half,3
100106,2013-01-07,,Bacon Burger,9
100106,2013-01-07,,Meat Grinder - Small,9
100106,2013-01-07,,Garden Fresh - Large,16
100106,2013-01-07,,Buffalo Chicken - Medium,14
100106,2013-01-07,,Soda - Large,3
100119,2013-01-07,,Jalapeno Poppers,7
100119,2013-01-07,,Waffle Fries,5
100119,2013-01-07,,The Works  - Large,16
100119,2013-01-07,,Mt. Hawaiian - Large,16
100119,2013-01-07,,Soda - Small,2
100119,2013-01-07,,Soda - Small,2
100121,2013-01-14,,Stromboli,7.5
100121,2013-01-14,,Waffle Fries,5
100121,2013-01-14,,Onion Rings,7
100121,2013-01-14,,Soup of the Day - Cup,3
100121,2013-01-14,,Bacon Burger,9
100121,2013-01-14,,Meat Grinder - Medium,14
100121,2013-01-14,,Supreme - Large,16
100121,2013-01-14,,The Works  - Medium,14
100121,2013-01-14,,Mt. Hawaiian - Large,16
100121,2013-01-14,,Mt. Hawaiian - Large,16
100121,2013-01-14,,Soda - Small,2
100121,2013-01-14,,Soda - Large,3
100121,2013-01-14,,Soda - Large,3
100122,2013-01-14,,Cheese Bread,8
100122,2013-01-14,,Cheese Bread,8
100122,2013-01-14,,Caprese Salad,7
100122,2013-01-14,,Meat Grinder - Small,9
100122,2013-01-14,,Meat Grinder - Large,16
100122,2013-01-14,,The Works  - Medium,14
100122,2013-01-14,,Soda - Small,2
100122,2013-01-14,,Soda - Small,2
100122,2013-01-14,,Soda - Large,3
100129,2013-01-14,,Waffle Fries,5
100129,2013-01-14,,Soup of the Day - Cup,3
100129,2013-01-14,,Barbecue Chicken - Large,16
100129,2013-01-14,,Buffalo Chicken - Large,16
100130,2013-01-14,992952,Waffle Fries,5
100130,2013-01-14,992952,House Salad - Whole,6
100130,2013-01-14,992952,House Salad - Whole,6
100130,2013-01-14,992952,House Salad - Whole,6
100130,2013-01-14,992952,Caprese Salad,7
100130,2013-01-14,992952,Meat Grinder - Small,9
100130,2013-01-14,992952,Meat Grinder - Medium,14
100130,2013-01-14,992952,Meat Grinder - Large,16
100130,2013-01-14,992952,Garden Fresh - Large,16
100130,2013-01-14,992952,Buffalo Chicken - Medium,14
100130,2013-01-14,992952,Buffalo Chicken - Large,16
100130,2013-01-14,992952,Soda - Small,2
100130,2013-01-14,992952,Soda - Small,2
100131,2013-01-14,,House Made Potato Chips,3
100131,2013-01-14,,Cheese Bread,8
100131,2013-01-14,,Soup of the Day - Cup,3
100131,2013-01-14,,Bacon Burger,9
100131,2013-01-14,,Supreme - Large,16
100131,2013-01-14,,Mt. Hawaiian - Large,16
100131,2013-01-14,,Buffalo Chicken - Small,9
100131,2013-01-14,,Soda - Large,3
100131,2013-01-14,,Soda - Large,3
100131,2013-01-14,,Soda - Large,3
100131,2013-01-14,,Soda - Large,3
100138,2013-01-14,,Cheese Bread,8
100138,2013-01-14,,Soup of the Day - Bowl,5
100138,2013-01-14,,House Salad - Whole,6
100138,2013-01-14,,Meat Grinder - Large,16
100138,2013-01-14,,Garden Fresh - Small,9
100138,2013-01-14,,Garden Fresh - Small,9
100138,2013-01-14,,Garden Fresh - Large,16
100138,2013-01-14,,The Works  - Large,16
100138,2013-01-14,,Barbecue Chicken - Small,9
100138,2013-01-14,,Soda - Small,2
100138,2013-01-14,,Soda - Small,2
100138,2013-01-14,,Soda - Small,2
100138,2013-01-14,,Soda - Large,3
100139,2013-01-14,,Cheese Bread,8
100139,2013-01-14,,Stromboli,7.5
100139,2013-01-14,,Onion Rings,7
100139,2013-01-14,,House Salad - Whole,6
100139,2013-01-14,,Supreme - Large,16
100139,2013-01-14,,Supreme - Large,16
100139,2013-01-14,,The Works  - Small,9
100139,2013-01-14,,Mt. Hawaiian - Large,16
100139,2013-01-14,,Soda - Large,3
100139,2013-01-14,,Soda - Large,3
100141,2013-01-14,,Cheese Bread,8
100141,2013-01-14,,Caprese Salad,7
100141,2013-01-14,,Mt. Hawaiian - Large,16
100141,2013-01-14,,Buffalo Chicken - Large,16
100143,2013-01-14,,House Made Potato Chips,3
100143,2013-01-14,,House Salad - Whole,6
100143,2013-01-14,,The Works  - Large,16
100143,2013-01-14,,Buffalo Chicken - Medium,14
100143,2013-01-14,,Soda - Small,2
100143,2013-01-14,,Soda - Small,2
100151,2013-01-14,,Jalapeno Poppers,7
100151,2013-01-14,,Jalapeno Poppers,7
100151,2013-01-14,,Cheese Burger,9
100151,2013-01-14,,Mt. Hawaiian - Medium,14
100151,2013-01-14,,Barbecue Chicken - Small,9
100151,2013-01-14,,Buffalo Chicken - Medium,14
100151,2013-01-14,,Soda - Small,2
100151,2013-01-14,,Soda - Small,2
100151,2013-01-14,,Soda - Small,2
100151,2013-01-14,,Soda - Small,2
100155,2013-01-14,,Jalapeno Poppers,7
100155,2013-01-14,,Stromboli,7.5
100155,2013-01-14,,Classic Quarter Pounder,8
100155,2013-01-14,,Supreme - Medium,14
100156,2013-01-14,996930,Mozzarella Sticks,7
100156,2013-01-14,996930,Jalapeno Poppers,7
100156,2013-01-14,996930,Soup of the Day - Cup,3
100156,2013-01-14,996930,Caprese Salad,7
100156,2013-01-14,996930,Cheese Burger,9
100156,2013-01-14,996930,Meat Grinder - Large,16
100156,2013-01-14,996930,Supreme - Small,9
100156,2013-01-14,996930,The Works  - Medium,14
100156,2013-01-14,996930,The Works  - Large,16
100156,2013-01-14,996930,Barbecue Chicken - Small,9
100156,2013-01-14,996930,Soda - Small,2
100156,2013-01-14,996930,Soda - Small,2
100156,2013-01-14,996930,Soda - Large,3
100156,2013-01-14,996930,Soda - Large,3
100162,2013-01-14,993058,Stromboli,7.5
100162,2013-01-14,993058,Garden Fresh - Medium,14
100162,2013-01-14,993058,Garden Fresh - Large,16
100162,2013-01-14,993058,Soda - Small,2
100167,2013-01-14,,House Salad - Half,3
100167,2013-01-14,,House Salad - Whole,6
100167,2013-01-14,,Supreme - Large,16
100167,2013-01-14,,Buffalo Chicken - Small,9
100167,2013-01-14,,Buffalo Chicken - Medium,14
100167,2013-01-14,,Buffalo Chicken - Large,16
100167,2013-01-14,,Soda - Small,2
100167,2013-01-14,,Soda - Large,3
100167,2013-01-14,,Soda - Large,3
100168,2013-01-14,,Waffle Fries,5
100168,2013-01-14,,Soup of the Day - Cup,3
100168,2013-01-14,,Soup of the Day - Bowl,5
100168,2013-01-14,,Meat Grinder - Medium,14
100168,2013-01-14,,Supreme - Small,9
100168,2013-01-14,,Garden Fresh - Medium,14
100168,2013-01-14,,Barbecue Chicken - Small,9
100168,2013-01-14,,Buffalo Chicken - Small,9
100168,2013-01-14,,Buffalo Chicken - Medium,14
100168,2013-01-14,,Soda - Small,2
100168,2013-01-14,,Soda - Small,2
100168,2013-01-14,,Soda - Small,2
100168,2013-01-14,,Soda - Large,3
100169,2013-01-14,,Stromboli,7.5
100169,2013-01-14,,Supreme - Medium,14
100169,2013-01-14,,Garden Fresh - Large,16
100169,2013-01-14,,Barbecue Chicken - Small,9
100169,2013-01-14,,Buffalo Chicken - Medium,14
100169,2013-01-14,,Soda - Large,3
100170,2013-01-14,,Stromboli,7.5
100170,2013-01-14,,Stromboli,7.5
100170,2013-01-14,,Caprese Salad,7
100170,2013-01-14,,Supreme - Small,9
100170,2013-01-14,,Supreme - Large,16
100170,2013-01-14,,Garden Fresh - Small,9
100170,2013-01-14,,Barbecue Chicken - Large,16
100170,2013-01-14,,Soda - Small,2
100172,2013-01-14,,Jalapeno Poppers,7
100172,2013-01-14,,Waffle Fries,5
100172,2013-01-14,,Caprese Salad,7
100172,2013-01-14,,Meat Grinder - Large,16
100172,2013-01-14,,Barbecue Chicken - Medium,14
100172,2013-01-14,,Buffalo Chicken - Small,9
100172,2013-01-14,,Soda - Large,3
100175,2013-01-14,,Jalapeno Poppers,7
100175,2013-01-14,,Cheese Bread,8
100175,2013-01-14,,Onion Rings,7
100175,2013-01-14,,Soup of the Day - Bowl,5
100175,2013-01-14,,House Salad - Half,3
100175,2013-01-14,,Meat Grinder - Large,16
100175,2013-01-14,,Supreme - Small,9
100175,2013-01-14,,Supreme - Medium,14
100175,2013-01-14,,The Works  - Medium,14
100175,2013-01-14,,Mt. Hawaiian - Large,16
100175,2013-01-14,,Mt. Hawaiian - Large,16
100175,2013-01-14,,Barbecue Chicken - Medium,14
100175,2013-01-14,,Buffalo Chicken - Small,9
100175,2013-01-14,,Soda - Small,2
100175,2013-01-14,,Soda - Small,2
100175,2013-01-14,,Soda - Large,3
100175,2013-01-14,,Soda - Large,3
100175,2013-01-14,,Soda - Large,3
100178,2013-01-14,,House Salad - Whole,6
100178,2013-01-14,,Cheese Burger,9
100178,2013-01-14,,Garden Fresh - Medium,14
100178,2013-01-14,,Soda - Large,3
100182,2013-01-14,,Cheese Bread,8
100182,2013-01-14,,Waffle Fries,5
100182,2013-01-14,,Meat Grinder - Small,9
100182,2013-01-14,,Supreme - Small,9
100182,2013-01-14,,Mt. Hawaiian - Small,9
100182,2013-01-14,,Buffalo Chicken - Small,9
100182,2013-01-14,,Soda - Small,2
100182,2013-01-14,,Soda - Large,3
100182,2013-01-14,,Soda - Large,3
100184,2013-01-14,,Onion Rings,7
100184,2013-01-14,,Meat Grinder - Large,16
100184,2013-01-14,,The Works  - Large,16
100184,2013-01-14,,Soda - Large,3
100186,2013-01-14,996242,Caprese Salad,7
100186,2013-01-14,996242,Caprese Salad,7
100186,2013-01-14,996242,Classic Quarter Pounder,8
100186,2013-01-14,996242,Cheese Burger,9
100186,2013-01-14,996242,Meat Grinder - Large,16
100186,2013-01-14,996242,Garden Fresh - Small,9
100186,2013-01-14,996242,Garden Fresh - Medium,14
100186,2013-01-14,996242,The Works  - Medium,14
100186,2013-01-14,996242,Mt. Hawaiian - Large,16
100186,2013-01-14,996242,Soda - Small,2
100186,2013-01-14,996242,Soda - Small,2
100188,2013-01-14,999387,Mozzarella Sticks,7
100188,2013-01-14,999387,Stromboli,7.5
100188,2013-01-14,999387,Stromboli,7.5
100188,2013-01-14,999387,Waffle Fries,5
100188,2013-01-14,999387,House Salad - Half,3
100188,2013-01-14,999387,House Salad - Whole,6
100188,2013-01-14,999387,Meat Grinder - Medium,14
100188,2013-01-14,999387,Meat Grinder - Medium,14
100188,2013-01-14,999387,Supreme - Medium,14
100188,2013-01-14,999387,Supreme - Large,16
100188,2013-01-14,999387,Supreme - Large,16
100188,2013-01-14,999387,Barbecue Chicken - Medium,14
100188,2013-01-14,999387,Barbecue Chicken - Large,16
100189,2013-01-14,,Waffle Fries,5
100189,2013-01-14,,Waffle Fries,5
100189,2013-01-14,,House Salad - Half,3
100189,2013-01-14,,Caprese Salad,7
100189,2013-01-14,,Supreme - Small,9
100189,2013-01-14,,Supreme - Medium,14
100189,2013-01-14,,Garden Fresh - Medium,14
100189,2013-01-14,,Mt. Hawaiian - Small,9
100189,2013-01-14,,Soda - Small,2
100189,2013-01-14,,Soda - Large,3
100189,2013-01-14,,Soda - Large,3
100189,2013-01-14,,Soda - Large,3
100196,2013-01-14,999630,House Salad - Whole,6
100196,2013-01-14,999630,Bacon Burger,9
100196,2013-01-14,999630,Mt. Hawaiian - Medium,14
100196,2013-01-14,999630,Soda - Large,3
100196,2013-01-14,999630,Soda - Large,3
100197,2013-01-14,,Jalapeno Poppers,7
100197,2013-01-14,,Cheese Bread,8
100197,2013-01-14,,House Salad - Whole,6
100197,2013-01-14,,Meat Grinder - Small,9
100197,2013-01-14,,The Works  - Small,9
100197,2013-01-14,,The Works  - Medium,14
100197,2013-01-14,,Barbecue Chicken - Small,9
100197,2013-01-14,,Soda - Small,2
100197,2013-01-14,,Soda - Large,3
100197,2013-01-14,,Soda - Large,3
100200,2013-01-14,,Jalapeno Poppers,7
100200,2013-01-14,,Waffle Fries,5
100200,2013-01-14,,Soup of the Day - Cup,3
100200,2013-01-14,,Supreme - Medium,14
100200,2013-01-14,,Supreme - Medium,14
100200,2013-01-14,,Garden Fresh - Small,9
100200,2013-01-14,,Garden Fresh - Medium,14
100200,2013-01-14,,Soda - Small,2
100200,2013-01-14,,Soda - Small,2
100200,2013-01-14,,Soda - Large,3
100201,2013-01-14,,Jalapeno Poppers,7
100201,2013-01-14,,Jalapeno Poppers,7
100201,2013-01-14,,Stromboli,7.5
100201,2013-01-14,,Waffle Fries,5
100201,2013-01-14,,Meat Grinder - Large,16
100201,2013-01-14,,Supreme - Small,9
100201,2013-01-14,,Garden Fresh - Small,9
100201,2013-01-14,,The Works  - Large,16
100201,2013-01-14,,Mt. Hawaiian - Small,9
100201,2013-01-14,,Soda - Small,2
100201,2013-01-14,,Soda - Large,3
100201,2013-01-14,,Soda - Large,3
100201,2013-01-14,,Soda - Large,3
100203,2013-01-14,997562,House Made Potato Chips,3
100203,2013-01-14,997562,Cheese Bread,8
100203,2013-01-14,997562,Waffle Fries,5
100203,2013-01-14,997562,House Salad - Whole,6
100203,2013-01-14,997562,The Works  - Small,9
100203,2013-01-14,997562,The Works  - Large,16
100203,2013-01-14,997562,Mt. Hawaiian - Medium,14
100203,2013-01-14,997562,Barbecue Chicken - Medium,14
100203,2013-01-14,997562,Barbecue Chicken - Medium,14
100203,2013-01-14,997562,Buffalo Chicken - Small,9
100203,2013-01-14,997562,Buffalo Chicken - Medium,14
100203,2013-01-14,997562,Soda - Small,2
100203,2013-01-14,997562,Soda - Large,3
100203,2013-01-14,997562,Soda - Large,3
100203,2013-01-14,997562,Soda - Large,3
100205,2013-01-14,997417,Stromboli,7.5
100205,2013-01-14,997417,Onion Rings,7
100205,2013-01-14,997417,House Salad - Half,3
100205,2013-01-14,997417,Cheese Burger,9
100205,2013-01-14,997417,Mt. Hawaiian - Large,16
100205,2013-01-14,997417,Barbecue Chicken - Small,9
100205,2013-01-14,997417,Barbecue Chicken - Large,16
100205,2013-01-14,997417,Soda - Large,3
100206,2013-01-14,,Soup of the Day - Bowl,5
100206,2013-01-14,,Meat Grinder - Large,16
100206,2013-01-14,,Supreme - Large,16
100206,2013-01-14,,Soda - Small,2
100206,2013-01-14,,Soda - Large,3
100208,2013-01-14,,House Made Potato Chips,3
100208,2013-01-14,,House Salad - Half,3
100208,2013-01-14,,Garden Fresh - Small,9
100208,2013-01-14,,Mt. Hawaiian - Medium,14
100208,2013-01-14,,Mt. Hawaiian - Medium,14
100208,2013-01-14,,Barbecue Chicken - Small,9
100208,2013-01-14,,Soda - Large,3
100208,2013-01-14,,Soda - Large,3
100212,2013-01-14,,Soup of the Day - Bowl,5
100212,2013-01-14,,House Salad - Half,3
100212,2013-01-14,,Meat Grinder - Medium,14
100212,2013-01-14,,The Works  - Large,16
100212,2013-01-14,,Mt. Hawaiian - Medium,14
100212,2013-01-14,,Barbecue Chicken - Small,9
100212,2013-01-14,,Soda - Small,2
100212,2013-01-14,,Soda - Small,2
100212,2013-01-14,,Soda - Small,2
100214,2013-01-14,,Soup of the Day - Cup,3
100214,2013-01-14,,Meat Grinder - Small,9
